video_id,label,offset,length
64210,year,6272,40
64212,year,6312,26
66818,year,6338,27
64213,year,6365,49
66816,year,6414,29
64209,year,6443,35
64219,year,6478,14
64218,year,6492,29
69546,yes,6521,36
64287,yes,6557,34
64284,yes,6591,28
64291,yes,6619,28
64292,yes,6647,24
64293,yes,6671,27
66820,yes,6698,24
64280,yes,6722,32
64300,yes,6754,45
64281,yes,6799,36
64288,yes,6835,27
64283,yes,6862,11
69206,all,6873,45
02003,all,6918,38
01987,all,6956,38
01988,all,6994,72
01991,all,7066,25
01992,all,7091,30
65043,all,7121,31
01986,all,7152,42
69236,black,7194,32
06472,black,7226,46
06473,black,7272,28
06474,black,7300,40
06476,black,7340,16
06477,black,7356,12
06478,black,7368,22
65200,black,7390,24
06471,black,7414,39
06486,black,7453,56
69281,cool,7509,39
65403,cool,7548,37
13213,cool,7585,28
13197,cool,7613,13
13216,cool,7626,36
13217,cool,7662,37
13198,cool,7699,16
13199,cool,7715,28
13200,cool,7743,12
13201,cool,7755,46
65402,cool,7801,27
13202,cool,7828,38
13203,cool,7866,33
13196,cool,7899,13
13208,cool,7912,29
13209,cool,7941,34
21942,finish,7975,34
21943,finish,8009,14
21944,finish,8023,16
21945,finish,8039,35
21949,finish,8074,22
21950,finish,8096,15
65721,finish,8111,22
21941,finish,8133,28
21951,finish,8161,15
69368,hot,8176,29
28125,hot,8205,36
28108,hot,8241,35
28109,hot,8276,30
28110,hot,8306,18
28111,hot,8324,18
28112,hot,8342,39
28115,hot,8381,17
28116,hot,8398,22
28107,hot,8420,41
69389,like,8461,30
33266,like,8491,32
33285,like,8523,51
33267,like,8574,38
33286,like,8612,50
33268,like,8662,27
33269,like,8689,36
33270,like,8725,39
33273,like,8764,18
33274,like,8782,15
69396,many,8797,45
34823,many,8842,36
34824,many,8878,34
34825,many,8912,21
34826,many,8933,18
34827,many,8951,41
34830,many,8992,15
34831,many,9007,23
34832,many,9030,21
34839,many,9051,43
69402,mother,9094,41
36946,mother,9135,47
36930,mother,9182,34
36931,mother,9216,41
36932,mother,9257,38
36933,mother,9295,37
36936,mother,9332,19
36937,mother,9351,23
66147,mother,9374,33
66146,mother,9407,31
36929,mother,9438,31
69413,now,9469,30
38994,now,9499,39
38999,now,9538,15
39000,now,9553,17
38990,now,9570,39
39006,now,9609,41
38991,now,9650,39
38995,now,9689,42
38997,now,9731,21
69422,orange,9752,30
40115,orange,9782,42
40116,orange,9824,40
40117,orange,9864,19
40118,orange,9883,44
40119,orange,9927,44
40121,orange,9971,21
66246,orange,9992,32
40129,orange,10024,46
40130,orange,10070,46
56557,table,10116,20
56579,table,10136,36
56558,table,10172,51
56556,table,10223,36
56563,table,10259,20
57628,thanksgiving,10279,98
57647,thanksgiving,10377,42
57629,thanksgiving,10419,36
57630,thanksgiving,10455,34
57631,thanksgiving,10489,34
57632,thanksgiving,10523,10
57633,thanksgiving,10533,44
57634,thanksgiving,10577,29
57635,thanksgiving,10606,42
57638,thanksgiving,10648,29
57639,thanksgiving,10677,30
57640,thanksgiving,10707,24
57641,thanksgiving,10731,15
69531,what,10746,32
62967,what,10778,13
62968,what,10791,22
62970,what,10813,44
66769,what,10857,24
62987,what,10881,49
62964,what,10930,46
62988,what,10976,44
62975,what,11020,26
62965,what,11046,37
62979,what,11083,19
62966,what,11102,13
63679,woman,11115,35
63665,woman,11150,36
63666,woman,11186,35
63667,woman,11221,13
63668,woman,11234,16
63669,woman,11250,47
63672,woman,11297,15
63673,woman,11312,21
66798,woman,11333,25
66799,woman,11358,28
63664,woman,11386,61
05644,bed,11447,42
05629,bed,11489,35
05630,bed,11524,44
05631,bed,11568,12
05632,bed,11580,17
05633,bed,11597,14
05634,bed,11611,52
05636,bed,11663,33
65162,bed,11696,27
05637,bed,11723,25
65163,bed,11748,30
65161,bed,11778,29
05638,bed,11807,18
69238,blue,11825,31
06835,blue,11856,40
06839,blue,11896,18
65216,blue,11914,30
06832,blue,11944,32
06845,blue,11976,43
06833,blue,12019,35
06834,blue,12054,25
07389,bowling,12079,41
07390,bowling,12120,14
07391,bowling,12134,13
07392,bowling,12147,15
07393,bowling,12162,31
07394,bowling,12193,49
07397,bowling,12242,26
65242,bowling,12268,45
65241,bowling,12313,31
07388,bowling,12344,35
07398,bowling,12379,28
07399,bowling,12407,33
07400,bowling,12440,18
69257,can,12458,28
65294,can,12486,27
08955,can,12513,39
08935,can,12552,29
08936,can,12581,32
08937,can,12613,45
08938,can,12658,28
08942,can,12686,20
08944,can,12706,20
69298,dog,12726,41
17097,dog,12767,44
17084,dog,12811,29
17085,dog,12840,39
17086,dog,12879,34
17087,dog,12913,48
17090,dog,12961,26
17091,dog,12987,23
65506,dog,13010,38
65507,dog,13048,29
17083,dog,13077,31
69316,family,13108,43
20980,family,13151,42
20981,family,13193,39
20982,family,13232,18
20983,family,13250,44
20986,family,13294,30
20987,family,13324,21
65677,family,13345,34
20978,family,13379,51
20992,family,13430,42
20979,family,13472,41
69325,fish,13513,47
22130,fish,13560,43
22114,fish,13603,43
22115,fish,13646,31
22116,fish,13677,15
22117,fish,13692,39
22120,fish,13731,17
22121,fish,13748,25
65731,fish,13773,22
22113,fish,13795,38
25339,graduate,13833,44
25322,graduate,13877,29
25323,graduate,13906,16
25324,graduate,13922,16
25325,graduate,13938,16
25326,graduate,13954,32
65843,graduate,13986,36
25329,graduate,14022,25
25330,graduate,14047,30
25321,graduate,14077,46
69359,hat,14123,49
26713,hat,14172,34
26712,hat,14206,46
26739,hat,14252,49
26741,hat,14301,33
26714,hat,14334,17
26715,hat,14351,44
26717,hat,14395,18
26719,hat,14413,16
65884,hearing,14429,37
26972,hearing,14466,31
26973,hearing,14497,16
26974,hearing,14513,23
26975,hearing,14536,39
26976,hearing,14575,39
26971,hearing,14614,51
26980,hearing,14665,28
31767,kiss,14693,55
31750,kiss,14748,14
31751,kiss,14762,16
31752,kiss,14778,13
31753,kiss,14791,29
31755,kiss,14820,17
31756,kiss,14837,17
65996,kiss,14854,31
31749,kiss,14885,29
32156,language,14914,22
32157,language,14936,24
32158,language,14960,23
32160,language,14983,58
32163,language,15041,19
66008,language,15060,30
66007,language,15090,27
32154,language,15117,36
32167,language,15153,47
32155,language,15200,21
32337,later,15221,51
32338,later,15272,51
32320,later,15323,41
32321,later,15364,15
32322,later,15379,18
32323,later,15397,17
32324,later,15414,20
32325,later,15434,61
66015,later,15495,25
32326,later,15520,54
66014,later,15574,30
32333,later,15604,19
69395,man,15623,38
34746,man,15661,41
34733,man,15702,44
34734,man,15746,49
34736,man,15795,16
34737,man,15811,17
34738,man,15828,78
66098,man,15906,35
66099,man,15941,30
66097,man,15971,32
34732,man,16003,36
34742,man,16039,13
51057,shirt,16052,50
51081,shirt,16102,39
51056,shirt,16141,50
51058,shirt,16191,48
51059,shirt,16239,58
51060,shirt,16297,20
51061,shirt,16317,39
51063,shirt,16356,37
51064,shirt,16393,49
51066,shirt,16442,51
51067,shirt,16493,25
51068,shirt,16518,13
55364,study,16531,18
55365,study,16549,51
55366,study,16600,37
55368,study,16637,19
55369,study,16656,51
66575,study,16707,25
55361,study,16732,74
55375,study,16806,43
55362,study,16849,55
55363,study,16904,40
56852,tall,16944,42
56838,tall,16986,48
56839,tall,17034,20
56840,tall,17054,15
56841,tall,17069,23
56842,tall,17092,22
56843,tall,17114,45
56844,tall,17159,55
66591,tall,17214,26
56846,tall,17240,21
66592,tall,17261,33
56837,tall,17294,54
56848,tall,17348,18
69533,white,17366,38
63204,white,17404,19
63205,white,17423,40
63207,white,17463,12
63208,white,17475,19
63200,white,17494,55
63214,white,17549,36
63201,white,17585,42
63202,white,17627,36
63203,white,17663,18
64087,wrong,17681,39
64088,wrong,17720,33
64090,wrong,17753,13
64091,wrong,17766,18
64084,wrong,17784,45
64097,wrong,17829,40
64085,wrong,17869,30
64086,wrong,17899,17
00639,accident,17916,53
00624,accident,17969,55
00625,accident,18024,17
00626,accident,18041,22
00627,accident,18063,16
00628,accident,18079,18
00629,accident,18097,75
00631,accident,18172,38
00632,accident,18210,28
65009,accident,18238,28
00623,accident,18266,52
00633,accident,18318,13
00634,accident,18331,20
69213,apple,18351,46
03005,apple,18397,22
03008,apple,18419,44
65085,apple,18463,35
65086,apple,18498,38
65084,apple,18536,31
02999,apple,18567,36
03000,apple,18603,52
03001,apple,18655,46
03002,apple,18701,33
03003,apple,18734,64
69233,bird,18798,42
06333,bird,18840,18
06334,bird,18858,10
06335,bird,18868,56
06337,bird,18924,32
65187,bird,18956,33
06330,bird,18989,44
06343,bird,19033,41
06331,bird,19074,32
06332,bird,19106,46
09966,change,19152,36
09967,change,19188,23
09950,change,19211,35
09970,change,19246,42
09953,change,19288,44
09954,change,19332,16
09955,change,19348,38
09956,change,19386,15
09957,change,19401,50
09949,change,19451,38
09960,change,19489,49
09963,change,19538,26
69274,color,19564,54
11772,color,19618,36
11773,color,19654,28
11767,color,19682,37
11780,color,19719,45
11768,color,19764,34
11769,color,19798,22
11770,color,19820,46
69282,corn,19866,43
13337,corn,19909,40
13325,corn,19949,41
13326,corn,19990,45
13327,corn,20035,43
13328,corn,20078,17
13329,corn,20095,43
65408,corn,20138,32
65409,corn,20170,27
13323,corn,20197,29
13333,corn,20226,16
13334,corn,20242,21
69283,cow,20263,40
13697,cow,20303,19
13698,cow,20322,19
13699,cow,20341,39
13702,cow,20380,26
13703,cow,20406,45
13695,cow,20451,36
13710,cow,20487,39
13696,cow,20526,43
14627,dance,20569,24
65434,dance,20593,35
14633,dance,20628,54
14622,dance,20682,46
14623,dance,20728,52
14624,dance,20780,20
14625,dance,20800,39
69290,dark,20839,35
14673,dark,20874,23
14674,dark,20897,18
14675,dark,20915,39
14676,dark,20954,42
14680,dark,20996,18
65439,dark,21014,30
65440,dark,21044,31
14671,dark,21075,45
14681,dark,21120,25
14685,dark,21145,50
14672,dark,21195,20
17015,doctor,21215,55
17016,doctor,21270,53
17017,doctor,21323,43
17019,doctor,21366,24
17020,doctor,21390,27
65503,doctor,21417,24
65504,doctor,21441,24
17013,doctor,21465,37
17026,doctor,21502,52
17014,doctor,21554,44
69307,eat,21598,31
18329,eat,21629,25
65601,eat,21654,31
18323,eat,21685,44
18335,eat,21729,42
18324,eat,21771,34
18325,eat,21805,36
19261,enjoy,21841,44
19264,enjoy,21885,33
65635,enjoy,21918,37
19257,enjoy,21955,36
19269,enjoy,21991,48
19258,enjoy,22039,30
19259,enjoy,22069,24
19260,enjoy,22093,22
65761,forget,22115,21
22954,forget,22136,22
22955,forget,22158,33
22960,forget,22191,21
22967,forget,22212,38
22952,forget,22250,28
22953,forget,22278,19
69343,give,22297,46
24660,give,22343,35
24638,give,22378,15
24639,give,22393,12
24640,give,22405,18
24641,give,22423,26
24636,give,22449,46
24648,give,22495,20
24649,give,22515,36
24651,give,22551,14
66010,last,22565,26
32263,last,22591,49
32248,last,22640,14
32249,last,22654,45
32250,last,22699,29
32253,last,22728,16
32254,last,22744,17
32255,last,22761,14
32246,last,22775,49
32257,last,22824,24
32260,last,22848,47
32261,last,22895,46
35511,meet,22941,26
35512,meet,22967,27
35513,meet,22994,53
35516,meet,23047,24
35517,meet,23071,19
35518,meet,23090,20
66112,meet,23110,36
35509,meet,23146,47
35523,meet,23193,39
69430,pink,23232,34
42831,pink,23266,21
42832,pink,23287,20
42833,pink,23307,48
42836,pink,23355,27
66296,pink,23382,33
42829,pink,23415,41
42843,pink,23456,37
42830,pink,23493,35
69431,pizza,23528,38
42977,pizza,23566,45
42958,pizza,23611,37
42959,pizza,23648,52
42960,pizza,23700,15
42961,pizza,23715,20
66297,pizza,23735,27
42962,pizza,23762,45
42956,pizza,23807,32
42966,pizza,23839,38
42967,pizza,23877,22
42969,pizza,23899,17
69433,play,23916,37
43166,play,23953,46
43170,play,23999,44
43171,play,24043,54
43173,play,24097,22
43174,play,24119,44
43179,play,24163,39
43180,play,24202,40
43167,play,24242,36
43168,play,24278,16
43169,play,24294,27
69455,school,24321,35
49602,school,24356,16
49595,school,24372,48
49606,school,24420,44
49596,school,24464,34
49597,school,24498,17
49598,school,24515,28
49599,school,24543,43
49600,school,24586,28
50037,secretary,24614,60
50038,secretary,24674,48
50039,secretary,24722,18
50040,secretary,24740,18
50041,secretary,24758,58
50044,secretary,24816,13
50045,secretary,24829,37
66441,secretary,24866,23
50046,secretary,24889,18
50052,secretary,24907,41
51221,short,24948,50
51223,short,24998,17
51224,short,25015,15
51225,short,25030,48
51226,short,25078,39
51227,short,25117,51
66469,short,25168,19
51220,short,25187,35
51231,short,25222,22
51232,short,25244,17
51233,short,25261,21
51235,short,25282,46
51236,short,25328,48
69511,time,25376,31
58502,time,25407,30
58503,time,25437,14
66644,time,25451,38
58497,time,25489,57
58508,time,25546,38
58498,time,25584,38
58499,time,25622,39
69524,want,25661,35
62246,want,25696,38
62247,want,25734,18
62248,want,25752,26
62250,want,25778,13
62251,want,25791,19
62244,want,25810,41
62259,want,25851,42
62245,want,25893,36
63806,work,25929,36
63789,work,25965,32
63790,work,25997,40
63791,work,26037,21
63792,work,26058,26
63793,work,26084,39
63795,work,26123,20
66804,work,26143,27
63788,work,26170,64
63799,work,26234,25
01383,africa,26259,73
01384,africa,26332,33
01385,africa,26365,24
01386,africa,26389,21
01387,africa,26410,20
01388,africa,26430,62
01391,africa,26492,24
65029,africa,26516,33
01398,africa,26549,39
69225,basketball,26588,46
05230,basketball,26634,49
05231,basketball,26683,17
05232,basketball,26700,16
05233,basketball,26716,60
05234,basketball,26776,47
05238,basketball,26823,21
65144,basketball,26844,27
65145,basketball,26871,24
05229,basketball,26895,36
05239,basketball,26931,24
05243,basketball,26955,40
65192,birthday,26995,31
06365,birthday,27026,38
06359,birthday,27064,29
06371,birthday,27093,39
06360,birthday,27132,45
06363,birthday,27177,33
69252,brown,27210,36
07963,brown,27246,44
07966,brown,27290,16
65263,brown,27306,33
07960,brown,27339,39
07973,brown,27378,42
07961,brown,27420,41
07962,brown,27461,25
08429,but,27486,21
08431,but,27507,15
65278,but,27522,30
08424,but,27552,31
08437,but,27583,43
08425,but,27626,12
08426,but,27638,43
10147,cheat,27681,36
10166,cheat,27717,47
10148,cheat,27764,17
10149,cheat,27781,21
65341,cheat,27802,38
10151,cheat,27840,17
65342,cheat,27857,31
10157,cheat,27888,27
10158,cheat,27915,21
10159,cheat,27936,29
69269,city,27965,46
10895,city,28011,64
10898,city,28075,23
65362,city,28098,30
65363,city,28128,40
10892,city,28168,98
10904,city,28266,46
10893,city,28312,29
10894,city,28341,19
13158,cook,28360,43
13160,cook,28403,25
13161,cook,28428,28
13167,cook,28456,43
13168,cook,28499,39
13155,cook,28538,53
13156,cook,28591,50
13157,cook,28641,23
15034,decide,28664,15
15035,decide,28679,38
15037,decide,28717,23
15038,decide,28740,26
65449,decide,28766,27
65450,decide,28793,30
15043,decide,28823,40
15032,decide,28863,34
15033,decide,28897,26
65792,full,28923,21
23782,full,28944,37
23771,full,28981,46
23774,full,29027,28
23775,full,29055,25
23766,full,29080,38
23776,full,29118,19
23767,full,29137,47
23768,full,29184,13
23769,full,29197,51
69370,how,29248,45
28205,how,29293,33
28210,how,29326,14
28201,how,29340,36
28211,how,29376,16
28214,how,29392,41
28202,how,29433,40
28203,how,29473,41
28204,how,29514,46
30849,jacket,29560,39
30831,jacket,29599,34
30832,jacket,29633,45
30833,jacket,29678,18
30834,jacket,29696,23
30835,jacket,29719,34
30840,jacket,29753,22
66038,letter,29775,30
32948,letter,29805,17
32949,letter,29822,49
32950,letter,29871,47
32953,letter,29918,17
32954,letter,29935,17
32945,letter,29952,34
32955,letter,29986,16
32959,letter,30002,41
32946,letter,30043,41
32947,letter,30084,15
66111,medicine,30099,36
35454,medicine,30135,52
35455,medicine,30187,61
35456,medicine,30248,59
35458,medicine,30307,25
35452,medicine,30332,53
35467,medicine,30385,43
35453,medicine,30428,44
37886,need,30472,23
37881,need,30495,52
37894,need,30547,42
37882,need,30589,41
37883,need,30630,28
37884,need,30658,48
40840,paint,30706,24
40841,paint,30730,27
40834,paint,30757,17
40847,paint,30774,42
40835,paint,30816,16
40836,paint,30832,16
40837,paint,30848,47
41030,paper,30895,32
41032,paper,30927,22
41025,paper,30949,39
41037,paper,30988,44
41026,paper,31032,39
41027,paper,31071,16
41028,paper,31087,19
41029,paper,31106,42
69439,pull,31148,60
45265,pull,31208,43
45267,pull,31251,26
66351,pull,31277,26
45261,pull,31303,33
45273,pull,31336,44
45262,pull,31380,24
45263,pull,31404,17
45264,pull,31421,20
69440,purple,31441,30
45438,purple,31471,17
66355,purple,31488,32
45443,purple,31520,39
45433,purple,31559,46
45434,purple,31605,39
45435,purple,31644,27
45436,purple,31671,46
48105,right,31717,42
48124,right,31759,37
48126,right,31796,40
48106,right,31836,15
48107,right,31851,17
48108,right,31868,34
48109,right,31902,39
48114,right,31941,25
48115,right,31966,20
49173,same,31986,51
49175,same,32037,19
49176,same,32056,17
49178,same,32073,44
49181,same,32117,18
49182,same,32135,15
49183,same,32150,26
49188,same,32176,40
49174,same,32216,18
53273,son,32234,17
53274,son,32251,17
53275,son,32268,21
66531,son,32289,33
66532,son,32322,30
53268,son,32352,38
53279,son,32390,40
53269,son,32430,34
53270,son,32464,23
53271,son,32487,43
57278,tell,32530,39
57282,tell,32569,22
57283,tell,32591,28
57284,tell,32619,22
57285,tell,32641,21
57276,tell,32662,47
57286,tell,32709,20
57287,tell,32729,20
57291,tell,32749,41
57277,tell,32790,19
58362,thursday,32809,29
58363,thursday,32838,34
58365,thursday,32872,35
58366,thursday,32907,19
66637,thursday,32926,35
66638,thursday,32961,37
66639,thursday,32998,31
66640,thursday,33029,28
58370,thursday,33057,36
58360,thursday,33093,42
58361,thursday,33135,43
61807,visit,33178,25
61808,visit,33203,14
61809,visit,33217,13
61810,visit,33230,43
61812,visit,33273,31
66731,visit,33304,31
61819,visit,33335,56
61805,visit,33391,37
61806,visit,33428,27
62113,wait,33455,44
62098,wait,33499,42
62100,wait,33541,54
62101,wait,33595,16
62102,wait,33611,22
62103,wait,33633,45
62106,wait,33678,23
66740,wait,33701,32
62097,wait,33733,47
62107,wait,33780,36
62505,water,33816,34
62506,water,33850,24
66752,water,33874,25
62499,water,33899,61
62510,water,33960,43
62500,water,34003,56
62501,water,34059,33
62502,water,34092,46
62503,water,34138,42
63329,wife,34180,42
63332,wife,34222,25
66784,wife,34247,26
66785,wife,34273,30
63337,wife,34303,42
63326,wife,34345,50
63327,wife,34395,47
63328,wife,34442,31
69545,yellow,34473,33
64266,yellow,34506,23
66819,yellow,34529,27
64271,yellow,34556,44
64261,yellow,34600,37
64262,yellow,34637,38
64263,yellow,34675,28
64264,yellow,34703,45
04618,backpack,34748,27
04619,backpack,34775,21
04620,backpack,34796,72
04624,backpack,34868,28
65123,backpack,34896,25
04616,backpack,34921,19
04631,backpack,34940,48
04617,backpack,34988,15
65137,bar,35003,20
05103,bar,35023,48
05086,bar,35071,32
05087,bar,35103,22
05088,bar,35125,66
05089,bar,35191,48
05090,bar,35239,41
05095,bar,35280,42
05097,bar,35322,15
05098,bar,35337,14
05102,bar,35351,50
69251,brother,35401,39
07937,brother,35440,33
07938,brother,35473,52
07940,brother,35525,15
65262,brother,35540,36
07932,brother,35576,41
07943,brother,35617,44
07933,brother,35661,40
07934,brother,35701,31
07935,brother,35732,23
07936,brother,35755,24
69261,cat,35779,34
09528,cat,35813,25
09532,cat,35838,24
09533,cat,35862,31
65312,cat,35893,25
65313,cat,35918,31
09525,cat,35949,36
09538,cat,35985,46
09526,cat,36031,37
65343,check,36068,38
10184,check,36106,46
10185,check,36152,22
10186,check,36174,43
10187,check,36217,48
10188,check,36265,43
10190,check,36308,31
10192,check,36339,14
10183,check,36353,36
10197,check,36389,48
10199,check,36437,41
69270,class,36478,32
10976,class,36510,44
65364,class,36554,30
10967,class,36584,49
10968,class,36633,44
10969,class,36677,19
10970,class,36696,43
10972,class,36739,31
10973,class,36770,25
14190,cry,36795,36
14175,cry,36831,25
14176,cry,36856,16
14177,cry,36872,44
14180,cry,36916,16
14182,cry,36932,16
14183,cry,36948,13
65427,cry,36961,27
14174,cry,36988,44
14188,cry,37032,45
16195,different,37077,31
16198,different,37108,22
65480,different,37130,20
16203,different,37150,45
16191,different,37195,54
16192,different,37249,32
16193,different,37281,45
16194,different,37326,12
17327,door,37338,65
17330,door,37403,45
65520,door,37448,29
17324,door,37477,44
17336,door,37521,63
17325,door,37584,42
17326,door,37626,22
69353,green,37648,32
65854,green,37680,21
25685,green,37701,40
25695,green,37741,42
25686,green,37783,40
25687,green,37823,32
25689,green,37855,23
26173,hair,37878,45
26174,hair,37923,43
26158,hair,37966,49
26159,hair,38015,44
26162,hair,38059,20
26163,hair,38079,39
65870,hair,38118,34
26166,hair,38152,27
26157,hair,38179,31
69360,have,38210,33
26773,have,38243,13
26766,have,38256,24
26779,have,38280,34
26767,have,38314,23
26768,have,38337,31
26835,headache,38368,50
26836,headache,38418,44
26837,headache,38462,47
26839,headache,38509,23
26840,headache,38532,22
65881,headache,38554,28
26846,headache,38582,42
26833,headache,38624,44
26834,headache,38668,32
29648,inform,38700,13
29649,inform,38713,34
29655,inform,38747,25
65940,inform,38772,25
29646,inform,38797,50
29656,inform,38847,23
29657,inform,38870,36
29661,inform,38906,37
29647,inform,38943,33
31843,knife,38976,37
31844,knife,39013,15
31848,knife,39028,29
66000,knife,39057,30
31856,knife,39087,42
31842,knife,39129,38
32398,laugh,39167,47
32379,laugh,39214,20
32380,laugh,39234,20
32381,laugh,39254,16
66016,laugh,39270,32
32382,laugh,39302,18
32383,laugh,39320,17
32386,laugh,39337,49
32377,laugh,39386,51
32388,laugh,39437,25
32389,laugh,39462,29
32608,learn,39491,68
32612,learn,39559,17
66024,learn,39576,32
32604,learn,39608,35
32616,learn,39643,42
32605,learn,39685,42
32606,learn,39727,23
32607,learn,39750,29
37126,movie,39779,60
37125,movie,39839,38
37152,movie,39877,45
37127,movie,39922,39
37129,movie,39961,22
45837,rabbit,39983,43
45838,rabbit,40026,26
45839,rabbit,40052,27
45840,rabbit,40079,41
45842,rabbit,40120,26
45843,rabbit,40146,31
45851,rabbit,40177,41
45836,rabbit,40218,45
46266,read,40263,37
46276,read,40300,44
46267,read,40344,34
46268,read,40378,21
46269,read,40399,46
46272,read,40445,17
69446,red,40462,27
46737,red,40489,16
46731,red,40505,38
46742,red,40543,41
46732,red,40584,31
46733,red,40615,23
46734,red,40638,36
48509,room,40674,37
48510,room,40711,19
48511,room,40730,18
48512,room,40748,51
48513,room,40799,20
48514,room,40819,37
48516,room,40856,26
66415,room,40882,21
66416,room,40903,22
48517,room,40925,23
48521,room,40948,53
48797,run,41001,46
48798,run,41047,32
48827,run,41079,42
48800,run,41121,52
48801,run,41173,37
48809,run,41210,26
48810,run,41236,16
66473,show,41252,25
51347,show,41277,38
51348,show,41315,37
51353,show,41352,15
51345,show,41367,45
51355,show,41412,28
51356,show,41440,20
51360,show,41460,41
51346,show,41501,19
69470,sick,41520,37
51517,sick,41557,43
51502,sick,41600,39
51503,sick,41639,46
51504,sick,41685,55
51507,sick,41740,24
66475,sick,41764,23
51501,sick,41787,52
69481,snow,41839,53
52862,snow,41892,40
52863,snow,41932,53
66519,snow,41985,27
66518,snow,42012,31
52857,snow,42043,34
52867,snow,42077,41
52858,snow,42118,28
52859,snow,42146,14
52860,snow,42160,65
69500,take,42225,46
56698,take,42271,17
56699,take,42288,17
56700,take,42305,15
56701,take,42320,18
56692,take,42338,45
56702,take,42383,26
56704,take,42409,43
56705,take,42452,44
56693,take,42496,39
56694,take,42535,37
57082,tea,42572,26
57076,tea,42598,34
57087,tea,42632,44
57077,tea,42676,20
57078,tea,42696,19
